ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star,194676,10,51
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,194676,8,84
0671027581,Open Season,Linda Howard,2002,Pocket,194676,8,60
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,194676,4,82
0553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,194676,7,70
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,194676,8,116
0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,194676,6,84
0671867113,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,200422,8,91
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,200422,7,77
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,200422,9,212
0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,200422,10,73
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,200422,8,100
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,200422,7,116
067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,200422,10,72
0515128554,Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,273113,5,111
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,273113,5,226
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,273113,5,51
0515127833,River's End,Nora Roberts,2003,Jove Books,273113,5,94
0373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette,273113,5,78
0373218400,Table For Two,Nora Roberts,2002,Silhouette,273113,5,73
0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books,273113,5,55
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,273113,5,272
0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,273113,5,69
0515120618,Montana Sky,Nora Roberts,2000,Jove Books,273113,5,68
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,273113,5,154
051512317X,Rising Tides,Nora Roberts,2001,Jove Books,273113,5,79
0515114693,Born in Fire,Nora Roberts,1994,Jove Books,273113,5,55
0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,273113,5,76
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,273113,5,143
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,273113,5,153
0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette,273113,5,64
0553583980,True Blue,Luanne Rice,2002,Bantam Books,273113,5,59
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,273113,5,87
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,273113,5,88
0553285785,Public Secrets,Nora Roberts,1990,Bantam,273113,5,58
0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,273113,5,82
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,273113,5,111
0515124893,Homeport,Nora Roberts,1999,Jove Books,273113,5,60
0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette,273113,5,64
0373243286,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000,Silhouette,273113,5,66
051512219X,Small Town Girl,Lavyrle Spencer,1998,Jove Books,273113,5,64
0553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,273113,5,70
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,273113,5,86
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,273113,5,87
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,273113,5,97
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,273113,5,77
0515122734,Sanctuary,Nora Roberts,2004,Jove Books,273113,5,83
0373243790,Considering Kate (The Stanislaskis) (Silhouette Special Edition),Nora Roberts,2001,Silhouette,273113,5,59
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,273113,5,116
051511779X,Born in Shame,Nora Roberts,1996,Jove Books,273113,5,57
055358264X,Dream Country,Luanne Rice,2002,Bantam Books,273113,5,60
0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,273113,5,84
0373244487,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette,273113,5,70
0553290789,Genuine Lies,Nora Roberts,1999,Bantam,273113,5,54
0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,129563,10,56
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,108773,10,53
0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam,108773,10,62
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,248496,10,318
0440224764,The Partner,John Grisham,1998,Dell Publishing Company,248496,10,185
0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,248496,9,70
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,248496,8,82
0440209412,Message from Nam,Danielle Steel,1991,Dell,248496,10,63
0380001411,Christy,Catherine Marshall,1976,Avon,248496,9,55
0671741195,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,248496,10,65
0345386132,Eyes of a Child,Richard North Patterson,1996,Ballantine Books,248496,10,64
0446350982,Presumed Innocent,Scott Turow,1988,Warner Books,248496,9,69
0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,248496,9,59
044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,226482,7,205
0553295772,Extreme Measures,Michael Palmer,1992,Bantam Books,226482,6,53
0440220602,The Chamber,John Grisham,1995,Dell Publishing Company,226482,6,230
0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,226482,6,73
0345334019,Escape the Night,Richard North Patterson,1995,Ballantine Books,226482,6,51
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,13082,7,74
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,13082,10,91
0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass,13082,10,60
0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books,13082,4,54
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,13082,10,202
0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,13082,8,62
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,13082,8,69
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,71902,7,161
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey,71902,10,112
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,71902,8,133
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,170810,7,74
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,170810,8,226
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,126814,5,206
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,126814,7,53
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,126814,6,296
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,126814,10,179
0515087122,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990,Jove Books,126814,7,63
0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books,204964,10,78
0425148297,Naked in Death,J. D. Robb,2004,Berkley Publishing Group,148966,5,55
0451177096,Dolores Claiborne,Stephen King,2004,Signet Book,75595,10,102
0446608890,Saving Faith,David Baldacci,2000,Warner Vision,75595,9,92
0446611778,Last Man Standing,David Baldacci,2002,Warner Vision,75595,9,64
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,95525,8,96
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,267830,8,73
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,267830,8,285
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,267830,8,179
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,267830,6,202
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,267830,8,122
0452280621,Beloved,Toni Morrison,1998,Plume Books,267830,8,69
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,267830,9,103
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",267830,9,59
0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,267830,8,79
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,219254,8,318
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,219254,8,141
0425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group,219254,8,52
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,51082,4,156
0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,51082,9,61
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,72785,7,174
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,4938,7,213
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,4938,10,206
0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,4938,8,52
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,4938,7,178
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,4938,8,53
0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group,4938,9,93
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,4938,10,68
0440220602,The Chamber,John Grisham,1995,Dell Publishing Company,4938,8,230
042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,4938,7,97
0451156609,The Tommyknockers,Stephen King,1994,Signet Book,4938,10,112
0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,7569,7,62
0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,7569,8,118
0515132187,The Villa,Nora Roberts,2002,Jove Books,7569,5,99
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",19493,10,555
0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette,19493,10,79
0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",19493,10,138
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,19493,10,203
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,19493,7,158
1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill,19493,10,59
0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,19493,9,60
0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,19493,9,99
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,67270,9,422
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,67270,8,59
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,67270,9,182
0312274920,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press,67270,9,64
0451156609,The Tommyknockers,Stephen King,1994,Signet Book,67270,5,112
0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,67270,7,107
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,67270,9,121
0446600415,The Day After Tomorrow,Allan Folsom,1995,Warner Books,67270,5,53
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,179288,5,213
0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,179288,10,287
0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,179288,5,51
0451197399,The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book,179288,10,52
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,180032,8,60
0553258001,The Cider House Rules,John Irving,1986,Bantam Books,203844,10,53
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,203844,9,95
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,203844,9,178
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,205487,5,145
0553575104,In Pursuit of the Proper Sinner,Elizabeth George,2000,Bantam Books,276688,6,53
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",47279,10,555
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,47279,10,98
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",77052,9,555
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",115488,8,555
0060929871,Brave New World,Aldous Huxley,1998,Perennial,115488,5,66
0380018179,The Thorn Birds,Colleen McCullough,1978,Avon,115537,10,141
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books,115537,9,105
0446610100,Wish You Well,David Baldacci,2001,Warner Books,115537,8,75
0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,115537,5,55
044022103X,One True Thing,Anna Quindlen,1995,Dell,115537,8,113
0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,115537,6,86
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",130847,6,555
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,130847,10,158
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,130847,10,272
0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,130847,9,73
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",131686,8,555
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,131686,5,371
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,131686,1,179
0345366239,The Eight,Katherine Neville,1995,Ballantine Books,131686,9,65
0553287737,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,131686,10,52
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,145109,10,90
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,145109,9,296
0345303067,2010: Odyssey Two,Arthur C. Clarke,1984,Del Rey Books,145109,9,59
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,154992,10,106
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,154992,8,72
0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,154992,5,138
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,154992,9,135
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone,154992,5,55
0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,154992,5,68
0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,154992,8,57
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,154992,8,88
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,159834,10,144
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,159834,8,154
0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books,159834,10,71
0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group,159834,8,67
0515132187,The Villa,Nora Roberts,2002,Jove Books,159834,5,99
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,159834,7,122
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",167327,8,555
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,167327,10,230
0312971125,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,167327,7,88
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,205383,9,190
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,205383,8,98
0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,205383,9,85
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",225379,2,555
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,225379,10,206
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,225379,10,105
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,225379,8,72
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,225379,8,166
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,225379,7,212
0441003257,Good Omens,Neil Gaiman,1996,Ace Books,225379,10,88
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,225379,10,141
0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,225379,10,110
034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books,225379,3,98
0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,225379,8,151
0425170349,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group,225379,3,64
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,225379,7,57
0345303067,2010: Odyssey Two,Arthur C. Clarke,1984,Del Rey Books,225379,9,59
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",233041,7,555
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,254377,9,422
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,254377,7,139
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,265591,10,98
0345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books,265591,5,89
0684857820,Lucky,Alice Sebold,1999,Scribner,265591,9,56
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,265591,10,82
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,268833,7,197
0380789019,Neverwhere,Neil Gaiman,1998,Avon,268833,6,116
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,268833,8,105
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,268833,7,56
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",276670,10,555
0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,276670,8,93
0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,276670,8,70
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,176481,8,155
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,176481,9,161
0440224675,Hannibal,Thomas Harris,2000,Dell Publishing Company,12824,8,183
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,12824,5,318
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,12824,8,103
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,12824,4,371
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,12824,8,212
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,12824,7,281
0380789019,Neverwhere,Neil Gaiman,1998,Avon,12824,8,116
0385720106,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,12824,5,183
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,12824,8,179
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,12824,10,122
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,109491,9,72
0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,109491,8,69
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta,109491,8,57
0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,109491,9,118
0440111811,Changes,Danielle Steel,1984,Dell,109491,9,52
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,109491,10,143
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,109491,9,153
0440176484,Secrets,DANIELLE STEEL,1986,Dell,109491,9,73
0440209412,Message from Nam,Danielle Steel,1991,Dell,109491,10,63
0373484429,Reflections And Dreams,Nora Roberts,2001,Silhouette,109491,8,64
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,109491,9,116
0440184053,Summer's End,Danielle Steel,1980,Dell,109491,10,53
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,210597,9,239
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,210597,9,186
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,210597,9,166
0786885688,Shopgirl,Steve Martin,2001,Hyperion,210597,9,72
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,210597,7,203
0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,210597,9,73
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,98263,10,307
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,98263,8,197
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,98263,10,155
0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,98263,8,194
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,98263,10,233
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill,98263,10,140
0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,98263,8,55
0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,98263,10,189
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,98263,10,319
0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial,98263,8,70
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,98263,10,187
0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books,98263,10,78
0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,98263,10,138
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,98263,8,85
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,98263,10,191
0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books,98263,10,96
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,98263,10,70
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,231993,10,90
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,231993,8,106
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,231993,8,128
0312243022,The Hours : A Novel,Michael Cunningham,2000,Picador,9141,9,69
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,221753,5,64
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,221753,8,102
0060921145,Animal Dreams,Barbara Kingsolver,1991,Perennial,221753,10,89
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,222204,9,156
0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,222204,9,82
0451184963,Insomnia,Stephen King,1995,Signet Book,222204,8,112
0425140032,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,222204,8,63
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,76019,7,156
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,76019,8,92
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,28255,8,328
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,28255,4,222
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,28255,7,78
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,51252,8,328
0380018179,The Thorn Birds,Colleen McCullough,1978,Avon,51252,9,141
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,51252,8,165
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,51252,7,53
0451188462,Desperation,Stephen King,1997,Signet Book,51252,5,59
044011585X,Crossings,DANIELLE STEEL,1987,Dell,51252,5,58
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,51252,10,66
0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,51252,5,72
0440124344,Family Album,Danielle Steel,1989,Dell,51252,5,52
0446603589,Absolute Power,David Baldacci,1996,Warner Books,51252,9,89
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,243942,8,328
0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial,243942,7,129
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,243942,7,155
0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial,243942,8,53
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,243942,2,101
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),243942,8,68
044022103X,One True Thing,Anna Quindlen,1995,Dell,243942,5,113
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,245088,5,328
0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,245088,7,127
0451188462,Desperation,Stephen King,1997,Signet Book,245088,9,59
0451191013,The Regulators,Stephen King,2002,Signet Book,245088,8,58
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,245088,6,76
0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,245088,4,68
0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,245088,7,70
0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,245088,7,113
0446604402,The Laws of Our Fathers,Scott Turow,1997,Warner Books,245088,7,60
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,254822,7,113
0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,254822,8,189
